order_id,user_id,order_value,items_count,hour,day_of_week,payment_mode,outside_city_center,risky_cancel_rate,fraud_label,high_value_order,late_night_order
ORD105393,U3120,696.32,1,17,0,WALLET,1,0,0,0,0
ORD105394,U4085,200.76,7,22,6,COD,1,0,0,0,1
ORD105395,U4504,7.54,3,2,5,WALLET,0,1,1,0,1
ORD105396,U1156,28.31,6,8,6,COD,0,1,1,0,0
ORD105397,U9926,165.68,5,5,3,COD,1,0,0,0,0
ORD105398,U8505,584.86,3,0,1,COD,0,0,1,0,1
ORD105399,U8162,1185.88,6,9,3,CARD,0,0,0,1,0
ORD105400,U6523,1594.64,3,7,4,UPI,0,1,1,1,0
ORD105401,U8543,13.09,8,22,6,CARD,0,0,0,0,1
ORD105402,U9055,2306.97,7,16,1,COD,1,0,1,1,0
ORD105403,U5654,194.67,9,2,6,UPI,1,0,1,0,1
ORD105404,U7250,925.62,5,2,2,COD,0,0,1,0,1
ORD105405,U8246,99.41,1,2,5,COD,0,1,1,0,1
ORD105406,U1154,32.48,8,6,0,COD,0,0,0,0,0
ORD105407,U8950,237.69,2,21,4,CARD,1,0,0,0,0
ORD105408,U1996,979.23,6,10,4,UPI,0,0,0,0,0
ORD105409,U5626,124.76,1,17,0,COD,0,0,0,0,0
ORD105410,U3905,83.59,6,4,3,COD,0,0,1,0,1
ORD105411,U1153,1202.89,4,21,0,CARD,0,0,0,1,0
ORD105412,U8853,1393.04,5,1,0,COD,1,0,1,1,1
ORD105413,U7481,6.31,7,13,3,WALLET,1,0,0,0,0
ORD105414,U6599,649.94,6,0,6,WALLET,0,0,1,0,1
ORD105415,U2716,184.96,1,3,2,UPI,0,0,1,0,1
ORD105416,U1786,234.77,9,13,5,UPI,0,1,1,0,0
ORD105417,U5368,316.59,6,14,0,UPI,1,0,0,0,0
ORD105418,U9096,278.25,6,19,3,COD,0,0,0,0,0
ORD105419,U5272,361.78,9,19,4,COD,0,0,0,0,0
ORD105420,U4767,436.57,5,16,0,COD,0,1,1,0,0
ORD105421,U9834,313.3,6,2,5,WALLET,0,0,1,0,1
ORD105422,U6994,604.6,6,22,6,UPI,1,0,0,0,1
ORD105423,U8216,633.99,7,3,6,COD,0,1,1,0,1
ORD105424,U9857,290.23,9,17,0,UPI,0,0,0,0,0
ORD105425,U4426,76.85,5,23,6,COD,1,0,0,0,1
ORD105426,U4783,511.71,5,0,2,CARD,1,0,1,0,1
ORD105427,U6427,741.31,4,4,2,COD,0,1,1,0,1
ORD105428,U8011,508.21,4,17,4,UPI,0,0,0,0,0
ORD105429,U9052,443.43,8,12,2,COD,1,1,1,0,0
ORD105430,U4701,130.3,2,13,6,UPI,0,0,0,0,0
ORD105431,U3349,518.01,8,19,5,COD,0,0,0,0,0
ORD105432,U8011,203.88,2,2,4,COD,0,0,1,0,1
ORD105433,U8055,1260.11,1,22,6,UPI,0,1,1,1,1
ORD105434,U2212,530.25,9,5,0,UPI,0,0,0,0,0
ORD105435,U7965,162.99,8,10,3,WALLET,0,1,1,0,0
ORD105436,U7704,320.21,6,8,2,UPI,0,0,0,0,0
ORD105437,U8433,937.29,4,19,4,UPI,1,0,0,0,0
ORD105438,U3511,204.33,2,18,2,WALLET,0,0,0,0,0
ORD105439,U1143,372.68,8,6,2,CARD,0,1,1,0,0
ORD105440,U8367,569.2,3,21,1,UPI,0,1,1,0,0
ORD105441,U4228,702.29,4,20,0,UPI,0,1,1,0,0
ORD105442,U5582,95.51,5,9,2,WALLET,1,0,0,0,0
ORD105443,U7031,416.38,4,6,3,UPI,1,1,1,0,0
ORD105444,U5243,1216.35,8,4,5,UPI,0,0,1,1,1
ORD105445,U3713,1726.66,9,3,1,COD,0,0,1,1,1
ORD105446,U5185,533.77,1,16,4,UPI,1,0,0,0,0
ORD105447,U8328,2057.09,2,4,4,COD,0,1,1,1,1
ORD105448,U5633,422.84,4,16,3,COD,1,0,0,0,0
ORD105449,U4192,292.24,1,16,3,CARD,1,0,0,0,0
ORD105450,U1300,401.02,6,16,5,UPI,0,0,0,0,0
ORD105451,U1723,61.49,5,0,0,UPI,0,0,1,0,1
ORD105452,U6694,256.84,7,23,3,UPI,1,0,0,0,1
ORD105453,U4010,306.62,6,1,4,COD,1,0,1,0,1
ORD105454,U6555,944.01,3,22,0,COD,1,0,0,0,1
ORD105455,U1067,710.75,5,18,3,COD,0,0,0,0,0
ORD105456,U3506,459.93,3,8,3,COD,1,0,0,0,0
ORD105457,U2537,213.3,9,19,6,UPI,1,0,0,0,0
ORD105458,U1397,103.53,2,22,4,CARD,1,0,0,0,1
ORD105459,U6680,213.68,6,14,0,COD,0,0,0,0,0
ORD105460,U5825,569.41,9,18,1,COD,0,0,0,0,0
ORD105461,U9747,152.61,7,4,1,WALLET,0,0,1,0,1
ORD105462,U7048,278.34,5,12,5,UPI,0,0,0,0,0
ORD105463,U4661,244.51,2,3,0,COD,0,0,1,0,1
ORD105464,U3941,725.34,2,12,3,COD,0,0,0,0,0
ORD105465,U8067,1076.17,4,5,3,UPI,0,0,0,1,0
ORD105466,U6091,600.94,2,11,0,COD,0,0,0,0,0
ORD105467,U2601,208.97,8,8,1,UPI,1,0,0,0,0
ORD105468,U2480,283.85,7,14,5,UPI,0,0,0,0,0
ORD105469,U7230,77.36,7,20,6,WALLET,0,0,0,0,0
ORD105470,U4276,92.02,3,14,6,UPI,1,0,0,0,0
ORD105471,U7447,89.74,7,16,2,COD,0,0,0,0,0
ORD105472,U6499,69.97,8,4,4,COD,1,0,1,0,1
ORD105473,U7273,98.97,5,4,0,UPI,0,0,1,0,1
ORD105474,U2299,113.25,1,23,5,COD,0,0,0,0,1
ORD105475,U6818,59.31,1,4,2,COD,0,0,1,0,1
ORD105476,U7701,511.19,4,20,4,COD,1,0,0,0,0
ORD105477,U5994,2323.08,2,13,2,UPI,1,1,1,1,0
ORD105478,U8489,1056.75,7,1,2,UPI,1,0,1,1,1
ORD105479,U9269,23.34,3,8,4,COD,0,0,0,0,0
ORD105480,U3831,275.01,4,13,2,UPI,1,0,0,0,0
ORD105481,U3721,980.6,9,14,1,UPI,1,1,1,0,0
ORD105482,U2532,72.32,2,3,5,WALLET,0,0,1,0,1
ORD105483,U9429,940.77,8,22,0,CARD,0,0,0,0,1
ORD105484,U6253,449.1,1,5,6,WALLET,1,0,0,0,0
ORD105485,U2996,1338.99,3,13,5,WALLET,0,0,0,1,0
ORD105486,U6311,1043.89,4,4,6,UPI,0,0,1,1,1
ORD105487,U1277,565.1,6,10,1,UPI,0,0,0,0,0
ORD105488,U4089,536.21,1,20,1,COD,0,0,0,0,0
ORD105489,U1523,119.87,8,13,6,UPI,0,0,0,0,0
ORD105490,U5275,62.08,2,6,4,COD,0,0,0,0,0
ORD105491,U6365,268.41,5,13,4,UPI,0,0,0,0,0
ORD105492,U4122,103.25,6,12,4,COD,1,0,0,0,0
ORD105493,U9167,54.02,8,17,2,COD,1,0,0,0,0
ORD105494,U6190,180.0,3,1,2,COD,1,1,1,0,1
ORD105495,U5575,984.81,9,8,6,WALLET,0,0,0,0,0
ORD105496,U8727,8.65,5,10,0,COD,1,0,0,0,0
ORD105497,U2797,173.11,8,19,2,CARD,0,0,0,0,0
ORD105498,U3131,275.87,4,10,0,COD,0,0,0,0,0
ORD105499,U8322,357.26,9,5,1,UPI,0,0,0,0,0
ORD105500,U7500,100.19,8,0,0,COD,0,1,1,0,1
ORD105501,U1815,1665.19,5,4,0,COD,0,0,1,1,1
ORD105502,U9634,432.41,3,21,4,WALLET,1,0,0,0,0
ORD105503,U7666,369.19,1,13,2,COD,1,0,0,0,0
ORD105504,U1142,4.43,5,15,3,COD,0,0,0,0,0
ORD105505,U2410,332.49,5,8,3,UPI,0,0,0,0,0
ORD105506,U1534,909.06,4,18,4,UPI,0,0,0,0,0
ORD105507,U4364,124.0,8,19,5,WALLET,0,0,0,0,0
ORD105508,U2032,216.32,3,7,5,UPI,1,0,0,0,0
ORD105509,U4342,10.39,9,7,5,UPI,0,0,0,0,0
ORD105510,U7085,1884.56,3,15,1,UPI,1,0,0,1,0
ORD105511,U5500,34.49,4,17,1,UPI,0,0,0,0,0
ORD105512,U2172,1142.48,6,7,1,UPI,0,0,0,1,0
ORD105513,U5517,187.7,9,22,0,COD,0,0,0,0,1
ORD105514,U9007,442.83,2,8,6,UPI,0,0,0,0,0
ORD105515,U2641,568.65,2,4,2,COD,1,0,1,0,1
ORD105516,U1471,75.89,2,1,1,UPI,0,0,1,0,1
ORD105517,U3940,293.28,5,20,3,COD,0,0,0,0,0
ORD105518,U9738,196.87,6,13,0,COD,1,0,0,0,0
ORD105519,U5726,29.13,3,17,1,UPI,0,0,0,0,0
ORD105520,U8670,895.46,3,12,1,COD,1,1,1,0,0
ORD105521,U4723,23.11,2,11,5,COD,0,0,0,0,0
ORD105522,U1363,529.59,6,14,5,COD,0,0,0,0,0
ORD105523,U4309,188.5,1,20,2,COD,0,0,0,0,0
ORD105524,U1545,106.68,9,14,2,COD,0,0,0,0,0
ORD105525,U4240,549.94,4,22,0,CARD,0,0,0,0,1
ORD105526,U7665,427.29,2,22,3,UPI,0,0,0,0,1
ORD105527,U2936,189.36,6,0,4,UPI,0,0,1,0,1
ORD105528,U1882,359.71,5,21,5,UPI,0,0,0,0,0
ORD105529,U4840,141.34,3,6,3,UPI,0,0,0,0,0
ORD105530,U7923,996.44,3,12,6,COD,1,0,0,0,0
ORD105531,U5611,188.31,5,17,5,CARD,0,0,0,0,0
ORD105532,U6204,140.62,4,0,2,WALLET,0,0,1,0,1
ORD105533,U8288,696.83,5,10,2,COD,1,0,0,0,0
ORD105534,U4203,8.87,2,12,4,UPI,0,1,1,0,0
ORD105535,U3244,156.0,1,19,3,COD,1,0,0,0,0
ORD105536,U1018,235.32,5,8,3,COD,0,0,0,0,0
ORD105537,U1641,1069.54,1,15,4,COD,0,0,0,1,0
ORD105538,U4083,1502.3,3,10,2,CARD,0,0,0,1,0
ORD105539,U6200,630.23,8,2,0,UPI,1,0,1,0,1
ORD105540,U9521,339.16,8,16,3,UPI,0,0,0,0,0
ORD105541,U1865,511.69,9,1,1,UPI,1,0,1,0,1
ORD105542,U1773,267.22,1,8,3,UPI,0,0,0,0,0
ORD105543,U5732,177.5,4,8,6,COD,0,0,0,0,0
ORD105544,U4518,1504.79,6,15,3,CARD,1,0,0,1,0
ORD105545,U7795,61.3,7,0,6,UPI,0,1,1,0,1
ORD105546,U7984,212.62,5,16,3,UPI,1,0,0,0,0
ORD105547,U3567,1146.76,7,9,2,UPI,0,0,0,1,0
ORD105548,U2674,642.12,8,19,1,WALLET,0,0,0,0,0
ORD105549,U1739,14.77,6,4,6,UPI,0,0,1,0,1
ORD105550,U2545,11.69,4,7,3,COD,1,0,0,0,0
ORD105551,U6127,363.36,1,12,0,UPI,0,0,0,0,0
ORD105552,U7947,331.07,5,20,5,COD,0,0,0,0,0
ORD105553,U7620,292.59,4,4,6,WALLET,0,0,1,0,1
ORD105554,U5555,180.01,5,3,5,UPI,0,0,1,0,1
ORD105555,U6645,2157.7,4,7,1,COD,0,0,0,1,0
ORD105556,U9943,158.72,9,22,4,UPI,0,0,0,0,1
ORD105557,U8124,336.71,3,6,0,COD,1,0,0,0,0
ORD105558,U4732,259.51,3,4,4,UPI,1,0,1,0,1
ORD105559,U3283,93.32,7,9,3,COD,1,0,0,0,0
ORD105560,U9669,113.21,2,16,6,COD,0,0,0,0,0
ORD105561,U7998,1252.37,9,5,2,COD,1,0,1,1,0
ORD105562,U6413,976.95,8,9,3,COD,0,0,0,0,0
ORD105563,U2269,110.97,6,15,3,COD,0,0,0,0,0
ORD105564,U8868,1042.38,9,21,4,CARD,0,0,0,1,0
ORD105565,U3603,117.35,3,9,3,COD,1,0,0,0,0
ORD105566,U6961,492.48,4,3,0,COD,1,0,1,0,1
ORD105567,U9569,42.39,7,1,2,CARD,1,0,1,0,1
ORD105568,U8557,1061.67,1,0,4,CARD,0,0,1,1,1
ORD105569,U2680,26.44,1,2,1,UPI,1,0,1,0,1
ORD105570,U9433,404.78,1,12,5,COD,0,0,0,0,0
ORD105571,U6682,756.41,8,11,3,CARD,0,0,0,0,0
ORD105572,U9084,62.12,6,0,5,COD,0,0,1,0,1
ORD105573,U6367,259.16,3,20,6,WALLET,0,0,0,0,0
ORD105574,U1069,21.43,7,9,4,CARD,1,0,0,0,0
ORD105575,U4924,574.04,6,5,5,UPI,1,1,1,0,0
ORD105576,U7200,183.69,5,8,3,COD,0,0,0,0,0
ORD105577,U3007,409.8,3,0,6,COD,0,0,1,0,1
ORD105578,U9992,1349.54,4,11,3,WALLET,0,0,0,1,0
ORD105579,U9119,182.54,1,4,4,CARD,1,0,1,0,1
ORD105580,U3779,24.92,9,0,0,COD,0,0,1,0,1
ORD105581,U5920,562.93,5,1,1,COD,1,0,1,0,1
ORD105582,U1755,772.86,2,13,3,UPI,0,0,0,0,0
ORD105583,U7495,1583.48,9,1,0,WALLET,0,1,1,1,1
ORD105584,U6935,85.87,7,4,3,UPI,0,0,1,0,1
ORD105585,U3330,248.91,8,9,3,COD,0,0,0,0,0
ORD105586,U6705,929.4,3,19,0,UPI,0,0,0,0,0
ORD105587,U9301,822.2,7,5,3,COD,1,0,0,0,0
ORD105588,U2016,490.14,1,4,1,WALLET,0,1,1,0,1
ORD105589,U8347,156.92,6,1,5,COD,1,0,1,0,1
ORD105590,U9216,167.06,6,8,4,UPI,0,0,0,0,0
ORD105591,U5938,66.2,6,9,6,COD,0,0,0,0,0
ORD105592,U3838,1274.59,3,7,6,COD,1,1,1,1,0
ORD105593,U1737,94.93,6,5,5,UPI,0,0,0,0,0
ORD105594,U7200,425.35,3,4,0,CARD,0,0,1,0,1
ORD105595,U9371,438.96,9,20,5,COD,0,0,0,0,0
ORD105596,U1231,230.7,7,17,2,UPI,0,1,1,0,0
ORD105597,U2917,217.33,4,19,6,UPI,0,0,0,0,0
ORD105598,U9534,552.2,3,17,3,CARD,1,1,1,0,0
ORD105599,U6918,245.75,6,1,4,UPI,1,0,1,0,1
ORD105600,U3623,147.26,9,11,1,COD,0,0,0,0,0
ORD105601,U9646,254.69,3,7,1,UPI,0,0,0,0,0
ORD105602,U7401,824.25,8,3,2,CARD,0,1,1,0,1
ORD105603,U8072,1697.78,6,19,5,CARD,0,0,0,1,0
ORD105604,U3276,505.23,4,22,1,UPI,0,0,0,0,1
ORD105605,U8393,761.86,5,3,5,WALLET,0,0,1,0,1
ORD105606,U9787,380.53,3,8,4,COD,0,0,0,0,0
ORD105607,U4874,490.18,2,8,2,UPI,1,0,0,0,0
ORD105608,U5530,2215.05,9,11,5,CARD,0,0,0,1,0
ORD105609,U8164,288.5,3,13,0,COD,0,0,0,0,0
ORD105610,U5497,34.28,6,2,5,WALLET,1,0,1,0,1
ORD105611,U8933,1573.36,5,5,5,COD,0,0,0,1,0
ORD105612,U3135,787.67,8,14,2,COD,1,1,1,0,0
ORD105613,U7727,254.01,5,22,0,COD,1,0,0,0,1
ORD105614,U2565,2019.79,8,18,1,COD,1,1,1,1,0
ORD105615,U1308,211.97,5,3,6,UPI,0,0,1,0,1
ORD105616,U9534,232.7,6,0,4,UPI,0,0,1,0,1
ORD105617,U9627,470.46,5,8,5,COD,0,0,0,0,0
ORD105618,U9368,160.34,2,22,3,CARD,0,0,0,0,1
ORD105619,U1138,599.61,6,15,2,COD,1,0,0,0,0
ORD105620,U1193,82.94,7,22,1,CARD,1,0,0,0,1
ORD105621,U4257,57.16,3,8,5,COD,1,0,0,0,0
ORD105622,U4235,382.73,3,11,4,UPI,0,1,1,0,0
ORD105623,U1942,405.4,7,13,3,COD,1,0,0,0,0
ORD105624,U5620,56.39,4,14,2,UPI,0,0,0,0,0
ORD105625,U6720,1664.57,2,21,4,CARD,1,0,0,1,0
ORD105626,U7353,425.82,9,23,1,WALLET,0,1,1,0,1
ORD105627,U5957,81.87,9,20,6,COD,1,0,0,0,0
ORD105628,U4381,186.58,6,15,5,UPI,0,0,0,0,0
ORD105629,U6839,805.3,2,7,5,UPI,0,0,0,0,0
ORD105630,U3880,370.36,3,9,5,WALLET,1,0,0,0,0
ORD105631,U5887,104.22,5,13,2,CARD,1,0,0,0,0
ORD105632,U1545,54.27,5,16,5,COD,1,0,0,0,0
ORD105633,U2927,281.74,9,2,2,UPI,0,1,1,0,1
ORD105634,U5152,205.8,3,3,5,COD,0,0,1,0,1
ORD105635,U1004,533.44,2,15,0,CARD,0,0,0,0,0
ORD105636,U6533,1296.78,8,13,6,CARD,1,0,0,1,0
ORD105637,U6378,142.33,7,23,5,WALLET,0,0,0,0,1
ORD105638,U7233,966.32,9,13,0,UPI,1,0,0,0,0
ORD105639,U3663,1265.76,3,15,2,UPI,0,0,0,1,0
ORD105640,U4326,1161.41,6,7,4,UPI,0,0,0,1,0
ORD105641,U4659,1519.08,5,17,1,UPI,1,0,0,1,0
ORD105642,U2131,922.92,5,6,3,COD,0,1,1,0,0
ORD105643,U5763,450.07,8,2,0,UPI,0,0,1,0,1
ORD105644,U7737,263.69,1,5,1,COD,0,0,0,0,0
ORD105645,U6092,338.33,1,19,5,COD,0,0,0,0,0
ORD105646,U7022,1030.26,3,15,2,UPI,0,0,0,1,0
ORD105647,U4159,179.34,2,21,1,WALLET,0,1,1,0,0
ORD105648,U7159,86.74,2,3,1,UPI,0,0,1,0,1
ORD105649,U8318,75.89,2,18,6,UPI,0,0,0,0,0
ORD105650,U9445,877.22,4,1,6,CARD,1,0,1,0,1
ORD105651,U6307,716.66,1,3,5,COD,1,0,1,0,1
ORD105652,U9520,344.22,9,1,1,COD,1,0,1,0,1
ORD105653,U4044,160.7,5,6,2,WALLET,0,0,0,0,0
ORD105654,U6636,566.0,5,14,6,WALLET,1,0,0,0,0
ORD105655,U3892,19.6,9,16,0,UPI,1,1,1,0,0
ORD105656,U6288,419.93,5,13,3,COD,0,0,0,0,0
ORD105657,U6812,254.1,8,10,4,CARD,1,0,0,0,0
ORD105658,U1654,1905.18,1,16,0,UPI,0,0,0,1,0
ORD105659,U6481,354.19,1,4,3,COD,0,0,1,0,1
ORD105660,U1759,401.78,4,22,2,COD,0,0,0,0,1
ORD105661,U7782,623.03,8,13,3,WALLET,0,0,0,0,0
ORD105662,U2798,331.35,3,16,2,COD,1,0,0,0,0
ORD105663,U6159,127.17,1,19,3,COD,0,0,0,0,0
ORD105664,U9446,385.31,9,20,6,UPI,0,0,0,0,0
ORD105665,U6262,1443.61,9,1,0,COD,0,0,1,1,1
ORD105666,U4823,263.74,9,6,5,COD,1,1,1,0,0
ORD105667,U2876,569.16,9,3,5,COD,0,0,1,0,1
ORD105668,U7154,1909.13,2,7,5,COD,1,0,1,1,0
ORD105669,U8787,885.75,4,0,2,CARD,0,1,1,0,1
ORD105670,U5516,537.99,2,9,1,UPI,1,0,0,0,0
ORD105671,U4734,665.9,7,0,5,COD,1,1,1,0,1
ORD105672,U6972,1378.23,3,0,2,COD,0,0,1,1,1
ORD105673,U7639,1606.35,9,3,6,COD,0,0,1,1,1
ORD105674,U6356,1736.37,7,16,2,COD,0,0,0,1,0
ORD105675,U7380,491.27,8,4,3,UPI,0,0,1,0,1
ORD105676,U2008,242.83,9,13,2,COD,0,0,0,0,0
ORD105677,U5314,71.45,8,5,3,UPI,0,0,0,0,0
ORD105678,U3508,243.51,7,6,6,CARD,0,1,1,0,0
ORD105679,U5758,1431.96,9,7,0,COD,0,1,1,1,0
ORD105680,U3682,1102.72,1,23,2,COD,0,0,0,1,1
ORD105681,U8311,370.81,4,17,1,CARD,0,0,0,0,0
ORD105682,U1989,385.02,4,3,1,CARD,1,1,1,0,1
ORD105683,U9446,184.75,5,22,0,CARD,1,0,0,0,1
ORD105684,U5711,303.03,8,2,6,UPI,0,0,1,0,1
ORD105685,U7479,626.67,1,22,5,WALLET,0,0,0,0,1
ORD105686,U7964,257.44,6,3,1,CARD,0,0,1,0,1
ORD105687,U9075,104.12,9,22,3,UPI,0,0,0,0,1
ORD105688,U5452,389.2,8,15,2,UPI,1,0,0,0,0
ORD105689,U9447,127.66,2,12,4,COD,1,0,0,0,0
ORD105690,U2007,1830.39,7,21,6,UPI,0,0,0,1,0
ORD105691,U7496,247.43,5,22,2,COD,1,0,0,0,1
ORD105692,U8688,1202.11,2,10,6,COD,1,0,1,1,0
ORD105693,U4908,127.8,1,23,6,COD,0,0,0,0,1
ORD105694,U3803,104.87,2,10,2,COD,1,0,0,0,0
ORD105695,U5379,479.73,6,4,4,UPI,0,0,1,0,1
ORD105696,U1098,755.65,8,19,5,UPI,0,0,0,0,0
ORD105697,U9388,418.24,3,0,6,COD,0,0,1,0,1
ORD105698,U1877,130.55,5,13,1,CARD,0,0,0,0,0
ORD105699,U2868,19.32,2,23,1,UPI,1,0,0,0,1
ORD105700,U3665,481.55,8,21,2,UPI,1,0,0,0,0
ORD105701,U2388,70.23,4,19,1,COD,0,1,1,0,0
ORD105702,U3415,210.17,6,18,6,CARD,0,0,0,0,0
ORD105703,U9761,563.17,3,4,6,UPI,0,0,1,0,1
ORD105704,U3637,51.58,8,19,3,CARD,1,0,0,0,0
ORD105705,U8242,68.05,8,22,6,COD,0,1,1,0,1
ORD105706,U9613,31.82,3,5,3,COD,1,0,0,0,0
ORD105707,U3883,2770.72,9,18,4,COD,1,0,1,1,0
ORD105708,U2204,244.76,5,11,6,COD,0,0,0,0,0
ORD105709,U1544,1181.14,9,13,2,COD,0,0,0,1,0
ORD105710,U2223,173.78,7,16,5,CARD,0,1,1,0,0
ORD105711,U4172,699.59,3,6,3,UPI,0,0,0,0,0
ORD105712,U9959,123.63,6,20,0,COD,0,0,0,0,0
ORD105713,U7450,344.9,2,0,1,UPI,1,0,1,0,1
ORD105714,U7520,870.39,6,16,5,COD,0,0,0,0,0
ORD105715,U1654,847.32,5,5,2,COD,0,0,0,0,0
ORD105716,U7821,790.62,3,3,3,UPI,0,0,1,0,1
ORD105717,U3446,867.88,7,13,4,UPI,1,0,0,0,0
ORD105718,U6892,118.79,4,7,3,UPI,0,0,0,0,0
ORD105719,U9412,329.1,6,17,0,COD,1,0,0,0,0
ORD105720,U4666,331.67,9,19,3,COD,0,0,0,0,0
ORD105721,U5277,1105.93,6,12,2,WALLET,0,1,1,1,0
ORD105722,U5402,176.12,4,7,4,WALLET,1,0,0,0,0
ORD105723,U3569,1340.43,2,23,6,COD,0,0,0,1,1
ORD105724,U6515,299.64,9,15,4,UPI,0,0,0,0,0
ORD105725,U4985,554.01,4,4,0,COD,1,0,1,0,1
ORD105726,U9167,156.59,4,2,2,COD,1,0,1,0,1
ORD105727,U8448,264.07,2,12,0,CARD,0,0,0,0,0
ORD105728,U5310,618.59,5,14,0,UPI,0,0,0,0,0
ORD105729,U4019,359.49,6,3,0,CARD,0,0,1,0,1
ORD105730,U4681,1334.71,6,2,3,UPI,1,0,1,1,1
ORD105731,U5196,668.04,3,1,1,UPI,1,0,1,0,1
ORD105732,U1572,415.52,9,3,3,COD,0,0,1,0,1
ORD105733,U5753,1088.72,7,5,2,UPI,0,0,0,1,0
ORD105734,U8082,547.64,3,3,5,WALLET,0,0,1,0,1
ORD105735,U5002,521.1,4,16,0,UPI,0,0,0,0,0
ORD105736,U6629,141.43,7,6,0,COD,1,0,0,0,0
ORD105737,U9417,251.15,8,17,1,WALLET,1,1,1,0,0
ORD105738,U5200,574.91,6,21,4,COD,1,1,1,0,0
ORD105739,U2997,1111.85,4,9,0,UPI,0,0,0,1,0
ORD105740,U9963,189.57,2,16,3,COD,1,0,0,0,0
ORD105741,U8422,121.35,8,22,6,COD,1,0,0,0,1
ORD105742,U5524,450.33,1,3,0,COD,0,0,1,0,1
ORD105743,U9625,34.78,9,18,2,UPI,1,0,0,0,0
ORD105744,U4407,626.83,8,6,6,UPI,0,1,1,0,0
ORD105745,U7731,607.24,3,12,1,UPI,0,0,0,0,0
ORD105746,U8795,219.23,4,2,5,UPI,1,0,1,0,1
ORD105747,U3793,1115.96,4,7,4,UPI,0,1,1,1,0
ORD105748,U8334,348.76,2,10,5,CARD,1,1,1,0,0
ORD105749,U3911,518.9,5,15,2,WALLET,0,0,0,0,0
ORD105750,U8952,117.59,3,19,3,COD,1,0,0,0,0
ORD105751,U3415,270.08,1,18,5,COD,0,0,0,0,0
ORD105752,U1250,991.77,2,22,2,UPI,1,1,1,0,1
ORD105753,U5951,119.73,7,22,5,COD,0,1,1,0,1
ORD105754,U9098,247.62,1,8,0,CARD,0,0,0,0,0
ORD105755,U6289,191.42,2,9,1,COD,0,0,0,0,0
ORD105756,U9102,81.91,7,22,0,UPI,0,0,0,0,1
ORD105757,U8257,171.05,1,5,1,COD,1,0,0,0,0
ORD105758,U6565,132.49,7,2,3,UPI,0,0,1,0,1
ORD105759,U7437,1285.84,8,19,2,COD,0,1,1,1,0
ORD105760,U2173,675.62,2,7,5,CARD,0,0,0,0,0
ORD105761,U9624,189.97,4,5,1,WALLET,0,0,0,0,0
ORD105762,U1835,720.56,7,7,2,COD,0,0,0,0,0
ORD105763,U3262,11.19,1,13,6,COD,1,0,0,0,0
ORD105764,U5567,373.83,6,7,5,UPI,0,0,0,0,0
ORD105765,U4815,144.06,5,10,6,UPI,1,0,0,0,0
ORD105766,U1246,60.7,6,9,6,COD,1,0,0,0,0
ORD105767,U3429,1076.04,8,22,1,CARD,0,0,0,1,1
ORD105768,U6287,111.16,1,9,0,COD,1,0,0,0,0
ORD105769,U3607,864.09,3,10,1,COD,1,0,0,0,0
ORD105770,U6930,266.55,9,0,1,UPI,0,0,1,0,1
ORD105771,U5022,7.2,8,14,4,COD,1,0,0,0,0
ORD105772,U5784,659.38,4,4,5,UPI,0,0,1,0,1
ORD105773,U7617,453.62,9,13,5,COD,0,0,0,0,0
ORD105774,U4151,210.93,7,22,6,CARD,0,0,0,0,1
ORD105775,U6580,165.33,2,19,3,UPI,0,0,0,0,0
ORD105776,U8054,38.27,1,7,5,UPI,0,0,0,0,0
ORD105777,U8706,1418.73,1,16,0,COD,1,0,1,1,0
ORD105778,U8619,340.59,3,3,0,COD,0,0,1,0,1
ORD105779,U5573,44.7,2,3,2,UPI,0,0,1,0,1
ORD105780,U4491,1015.06,4,17,1,COD,1,0,1,1,0
ORD105781,U1706,163.44,8,18,1,COD,0,0,0,0,0
ORD105782,U7997,113.83,5,2,5,UPI,0,0,1,0,1
ORD105783,U6233,164.9,5,8,1,COD,1,0,0,0,0
ORD105784,U9945,415.71,6,6,0,CARD,1,0,0,0,0
ORD105785,U6755,38.47,5,1,4,WALLET,0,0,1,0,1
ORD105786,U7960,328.66,5,8,2,UPI,0,0,0,0,0
ORD105787,U9779,1130.45,7,23,1,WALLET,1,0,0,1,1
ORD105788,U2334,104.23,6,5,4,CARD,0,0,0,0,0
ORD105789,U6588,201.13,2,5,5,COD,0,0,0,0,0
ORD105790,U2847,252.19,1,15,3,COD,0,0,0,0,0
ORD105791,U7851,441.21,1,1,0,UPI,1,1,1,0,1
ORD105792,U8211,1258.22,4,15,3,UPI,0,0,0,1,0
ORD105793,U8865,250.88,2,2,0,COD,0,1,1,0,1
ORD105794,U4317,35.83,6,21,2,COD,0,0,0,0,0
ORD105795,U7811,213.82,9,15,5,UPI,0,0,0,0,0
ORD105796,U1164,105.41,8,11,3,UPI,0,0,0,0,0
ORD105797,U8060,527.45,4,2,2,COD,0,1,1,0,1
ORD105798,U4057,14.85,2,10,6,UPI,1,0,0,0,0
ORD105799,U5428,172.61,1,10,6,WALLET,1,1,1,0,0
ORD105800,U1402,393.92,7,22,2,CARD,1,0,0,0,1
ORD105801,U9605,162.4,3,15,2,COD,0,0,0,0,0
ORD105802,U9236,400.36,6,4,3,COD,0,0,1,0,1
ORD105803,U7349,60.92,5,19,3,UPI,0,1,1,0,0
